age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
48,4,103406,9,13,2,13,0,4,1,0,0,35,39
56,4,286487,11,9,2,3,0,4,1,2885,0,45,39
48,4,182566,9,13,2,12,0,2,1,0,0,40,39
63,0,257659,12,14,4,0,1,4,0,0,0,3,39
61,0,198542,9,13,0,0,1,4,0,0,0,40,39
32,4,294121,8,11,0,1,1,4,0,0,0,40,39
27,4,159897,11,9,4,4,1,2,0,0,0,37,39
35,4,56352,8,11,2,8,0,4,1,0,0,40,33
30,4,54608,15,10,2,7,0,4,1,0,0,48,39
22,4,615367,9,13,4,12,1,4,0,0,0,60,39
24,4,161092,15,10,2,1,0,4,1,7298,0,40,39
52,0,105428,15,10,2,0,0,4,1,0,0,12,39
23,4,143062,11,9,4,12,3,4,1,0,0,40,39
55,4,234125,11,9,2,8,0,4,1,0,0,40,39
43,4,233130,15,10,4,1,1,4,1,0,0,25,39
41,6,200479,8,11,2,3,0,4,1,0,0,65,39
62,0,181063,0,6,6,0,1,4,0,0,0,30,39
29,4,113635,11,9,4,3,3,4,1,0,0,40,39
29,4,391867,8,11,2,3,0,4,1,0,0,40,39
38,4,117802,11,9,2,7,0,4,1,0,0,65,39
18,4,40822,1,7,4,6,3,4,1,0,0,15,39
53,4,257940,11,9,2,7,0,4,1,2829,0,40,39
55,4,199067,11,9,2,3,0,4,1,0,0,40,39
69,4,203313,5,4,0,12,1,4,0,0,0,40,39
26,4,194813,15,10,2,7,0,4,1,0,0,40,39
43,5,84924,15,10,2,12,0,4,1,0,0,44,39
54,4,174102,9,13,2,4,0,4,1,0,0,40,39
27,7,122660,9,13,4,10,3,2,0,0,0,40,39
25,2,112835,12,14,4,11,1,4,1,0,0,40,39
22,4,234880,15,10,4,1,3,4,0,0,0,25,39
61,4,119684,11,9,2,8,0,4,1,0,0,50,39
65,4,95644,7,12,0,12,1,4,0,0,0,40,39
27,4,134566,11,9,4,1,1,4,1,0,0,40,39
26,4,91683,0,6,2,14,0,4,1,0,0,35,39
48,4,236197,2,8,6,6,1,1,1,0,0,40,13
34,4,141118,9,13,3,10,1,4,0,0,0,35,39
71,4,196610,5,4,6,4,1,4,1,6097,0,40,39
35,6,350247,14,15,2,10,0,4,1,0,0,50,39
20,0,211601,8,11,4,0,3,2,0,0,0,15,39
27,4,204098,0,6,4,3,1,4,1,0,0,30,39
28,4,192932,9,13,4,10,1,4,0,0,0,40,39
26,4,217517,8,11,2,14,0,4,1,2885,0,40,39
20,4,19410,11,9,4,8,4,0,0,0,0,40,39
33,4,213722,11,9,2,14,0,4,1,0,0,35,12
67,6,141085,11,9,0,10,1,4,0,0,0,20,39
44,4,148138,10,16,2,4,0,1,1,15024,0,40,24
33,7,111994,15,10,0,1,4,4,0,0,0,45,39
38,5,125324,15,10,2,4,0,4,1,0,0,80,39
45,4,114459,11,9,2,3,0,4,1,0,0,50,39
54,4,302146,11,9,5,8,4,2,0,0,0,20,39
30,4,72630,9,13,4,10,1,4,1,0,0,50,39
33,7,150688,10,16,2,10,0,1,1,0,0,50,19
40,0,84232,11,9,4,0,1,4,0,0,0,4,39
23,4,216811,11,9,4,7,3,4,0,0,0,16,39
34,4,36385,12,14,4,10,1,4,1,0,2258,50,39
23,4,55674,9,13,4,11,1,4,0,2907,0,40,39
30,0,138744,11,9,4,0,3,4,1,0,0,40,39
47,4,195978,11,9,2,3,0,4,1,0,0,40,39
30,4,87054,11,9,2,3,0,4,1,0,0,50,39
27,4,109997,11,9,0,8,1,4,0,0,0,40,39
34,6,177639,7,12,4,3,1,4,1,0,0,40,39
30,2,319280,11,9,2,11,0,4,1,0,0,40,39
32,5,206297,9,13,4,4,1,4,1,0,0,60,39
38,4,105017,11,9,0,3,4,4,1,0,0,40,39
29,4,148550,11,9,2,3,0,4,1,0,0,40,39
48,4,234504,11,9,2,4,0,4,1,0,0,50,39
24,4,200121,11,9,4,3,1,4,1,0,0,45,39
55,0,246219,5,4,2,0,0,4,1,2105,0,40,39
40,4,477345,5,4,2,6,0,4,1,0,2057,40,26
47,4,284871,9,13,2,4,0,4,1,0,1887,40,39
53,6,163826,15,10,2,10,0,4,1,0,0,45,39
64,0,223075,9,13,0,0,1,4,0,0,0,8,39
33,1,344073,9,13,4,11,1,4,1,0,1408,50,39
21,4,277408,15,10,4,8,4,4,0,0,0,35,39
24,4,442274,11,9,4,4,3,4,1,0,0,40,39
47,1,55377,9,13,4,1,4,2,1,0,0,40,39
32,4,65278,11,9,2,1,0,4,1,2580,0,40,39
32,4,188362,15,10,4,3,1,4,1,0,0,40,39
17,4,226717,2,8,4,6,3,4,1,0,0,20,39
39,6,230329,15,10,4,10,1,4,1,0,1564,12,39
27,4,305647,7,12,2,1,0,4,1,0,0,40,39
34,4,164748,11,9,2,3,0,4,1,0,0,40,39
32,4,64658,11,9,0,3,1,4,1,0,0,40,39
63,1,217994,15,10,0,4,4,4,0,0,0,40,39
36,4,183892,15,10,2,3,0,4,1,7298,0,44,39
47,4,125120,9,13,0,3,1,4,0,0,0,50,39
73,6,300404,15,10,2,12,0,4,1,0,0,6,39
20,4,298227,15,10,4,12,1,4,1,0,0,35,39
43,4,169031,11,9,2,7,0,4,1,0,0,40,39
31,4,284703,12,14,4,10,1,2,1,0,0,40,39
56,4,154490,15,10,4,1,1,4,0,0,0,38,39
22,4,183257,15,10,4,12,3,2,0,0,0,20,39
41,2,224799,12,14,2,10,0,4,1,0,0,55,39
44,4,262233,15,10,0,4,4,4,1,0,0,47,39
43,7,114537,8,11,2,11,0,4,1,0,0,40,39
47,4,167787,11,9,4,1,2,4,0,0,0,40,39
58,4,98630,12,14,2,10,0,4,1,0,0,40,39
35,2,405284,12,14,2,10,5,4,0,0,0,35,39
56,4,159472,5,4,2,14,0,4,1,0,0,40,39
47,6,258498,15,10,2,8,5,4,0,0,0,52,39
29,4,185908,9,13,2,4,0,2,1,0,0,55,39
45,4,214627,10,16,6,10,4,4,1,15020,0,40,20
35,4,334291,15,10,2,3,0,4,1,0,0,50,39
58,7,48433,11,9,2,4,0,4,1,0,0,40,39
26,0,167835,9,13,2,0,5,4,0,0,0,20,39
33,4,174789,11,9,2,3,0,4,1,0,0,40,39
40,4,64980,15,10,2,1,0,2,1,0,0,55,39
44,4,286750,15,10,2,14,0,2,1,0,0,40,39
23,4,273206,9,13,4,1,1,4,0,0,0,23,39
46,4,235334,12,14,2,4,0,2,1,99999,0,60,39
48,5,85109,15,10,4,3,1,4,1,0,0,45,39
56,4,346033,6,5,0,1,1,4,1,0,0,40,39
26,6,192652,15,10,4,4,4,4,1,0,0,15,39
74,2,214514,5,4,2,11,0,4,1,0,0,40,39
53,1,167410,9,13,0,13,1,0,1,0,0,40,39
58,4,29928,15,10,2,12,5,4,0,0,0,36,39
37,4,123785,11,9,4,8,1,4,1,0,0,75,39
23,4,180795,15,10,4,12,3,4,0,0,0,40,39
21,4,255957,15,10,4,4,1,4,0,4101,0,40,39
30,4,243841,11,9,0,8,2,1,0,0,0,40,35
40,4,87771,11,9,2,3,5,4,0,0,1628,45,39
26,4,239043,1,7,4,8,1,4,1,0,0,40,39
23,4,211345,15,10,4,1,3,4,0,0,0,40,27
29,4,239753,11,9,2,1,5,4,0,0,2057,20,39
46,5,167882,8,11,0,4,1,4,0,8614,0,70,39
22,4,70160,15,10,4,6,1,4,1,0,0,40,39
17,4,34019,1,7,4,8,3,4,1,0,0,20,39
38,4,269318,9,13,2,1,0,4,1,5178,0,50,39
43,4,112607,1,7,2,12,0,4,1,0,0,60,39
59,4,98361,1,7,2,7,0,4,1,0,0,40,39
20,4,258730,11,9,4,9,3,4,0,0,0,40,39
38,4,128033,15,10,2,12,0,4,1,0,0,60,39
42,4,197583,7,12,2,4,0,2,1,0,0,40,0
33,4,80058,11,9,4,8,3,4,1,0,0,48,39
57,2,317690,12,14,2,4,0,4,1,7688,0,60,39
52,4,384959,15,10,2,14,0,4,1,0,0,36,39
20,4,170800,15,10,4,5,3,4,0,0,0,40,39
33,4,319854,9,13,5,10,1,4,1,4650,0,35,39
56,7,54260,10,16,2,10,1,1,1,2885,0,40,3
30,4,127610,9,13,4,12,3,4,0,0,0,20,12
52,4,229375,11,9,0,1,1,4,0,0,0,40,39
51,5,119570,9,13,2,3,0,4,1,0,0,50,39
30,4,35724,14,15,2,10,5,4,0,0,0,45,39
41,4,215453,3,2,2,8,0,4,1,0,0,43,26
21,4,72593,11,9,4,8,3,4,1,0,0,40,39
33,4,130057,7,12,4,3,1,4,1,0,0,45,39
42,4,235786,7,12,2,3,0,4,1,0,0,50,39
29,4,193125,11,9,4,7,1,4,0,0,0,40,39
35,4,48915,9,13,4,1,1,4,1,0,0,40,39
33,4,224258,5,4,4,5,1,4,1,0,0,40,26
22,4,203182,9,13,4,4,4,4,0,0,0,30,39
52,1,221532,9,13,2,4,0,4,1,0,0,45,39
21,4,113106,11,9,4,12,2,4,0,0,0,19,39
32,4,281219,8,11,0,12,4,4,0,0,1380,40,39
28,4,51331,7,12,2,4,5,4,0,0,0,16,39
63,6,196994,9,13,2,12,0,4,1,0,0,15,39
23,4,234108,7,12,4,7,4,4,1,0,0,40,39
55,6,111625,11,9,2,12,0,4,1,0,0,40,39
20,4,284737,15,10,4,8,3,4,1,0,0,20,39
56,7,466498,8,11,2,3,0,2,1,0,0,60,39
36,4,162424,11,9,2,3,0,4,1,0,0,45,39
32,4,237478,1,7,0,7,4,4,0,0,0,40,39
31,4,48520,11,9,2,14,0,4,1,0,0,30,39
51,4,95946,9,13,2,10,0,4,1,0,0,50,39
30,4,53285,11,9,2,12,0,4,1,0,0,52,39
49,7,154493,11,9,0,4,4,4,0,0,0,44,39
26,4,195216,11,9,0,8,1,4,0,0,0,12,39
54,5,149650,11,9,0,8,1,4,1,0,0,40,2
28,6,159623,15,10,4,10,3,4,1,0,0,30,39
22,4,92609,11,9,4,3,4,4,1,0,0,50,39
39,4,156897,11,9,4,3,3,4,1,0,2258,42,39
44,4,299197,15,10,4,14,1,4,1,0,0,45,39
19,4,195985,11,9,4,8,1,4,0,0,0,50,39
28,4,201954,7,12,4,4,1,4,1,0,0,65,39
20,0,354351,15,10,4,0,3,4,1,0,0,35,39
31,4,273324,15,10,4,8,3,4,1,0,1721,16,39
27,0,175552,4,3,2,0,5,4,0,0,0,40,26
25,4,69739,0,6,4,7,3,4,1,0,0,40,32
49,6,111959,9,13,2,4,0,4,1,0,0,60,34
34,4,302770,15,10,2,12,0,4,1,0,0,60,39
51,4,467611,6,5,2,5,0,4,1,0,0,40,26
21,4,170456,7,12,4,6,3,4,1,0,0,15,39
32,4,222548,11,9,0,1,3,4,0,0,0,40,39
52,2,153312,7,12,2,11,0,4,1,0,0,40,39
34,4,163581,11,9,4,8,1,4,1,10520,0,40,33
30,2,261319,5,4,2,14,0,4,1,0,0,40,39
46,4,138370,5,4,2,8,0,1,1,0,1651,40,3
20,4,70708,11,9,2,6,0,4,1,0,0,60,39
40,5,214781,15,10,2,4,0,4,1,7298,0,65,39
42,7,179151,15,10,2,5,0,4,1,0,0,40,39
22,4,228394,15,10,4,1,3,4,0,0,0,36,39
32,4,549430,11,9,4,9,4,4,0,0,0,40,26
72,4,164724,9,13,0,12,4,4,0,0,0,28,39
25,7,183678,9,13,4,10,1,4,0,0,0,50,39
38,6,409189,5,4,2,12,0,4,1,0,0,40,26
38,4,119098,15,10,4,13,1,4,1,0,0,42,39
29,4,196564,11,9,2,1,0,4,1,0,0,40,39
37,4,325538,11,9,4,4,3,4,1,0,0,60,0
23,4,175424,15,10,4,1,3,2,0,0,0,40,39
27,6,115438,11,9,2,3,0,4,1,0,0,60,21
34,2,241259,11,9,4,11,1,4,1,0,0,40,39
38,0,204668,8,11,5,0,4,4,0,0,0,25,39
43,2,35824,12,14,2,10,5,4,0,0,0,40,39
27,4,446947,9,13,4,1,4,2,0,0,0,55,39
24,4,170800,9,13,4,4,3,4,0,0,0,37,39
40,4,335400,15,10,2,12,0,4,1,0,0,40,6
27,4,96219,11,9,0,8,3,4,0,3418,0,32,39
24,4,190293,9,13,4,4,1,4,0,0,0,40,39
52,4,214091,11,9,6,8,1,0,0,0,0,40,39
62,4,106549,7,12,2,1,5,4,0,0,0,40,39
51,1,914061,15,10,2,1,0,4,1,0,0,44,39
38,1,198841,15,10,5,6,1,4,1,0,0,40,39
44,7,165108,12,14,2,10,0,4,1,0,0,40,39
30,4,316606,9,13,4,10,1,4,0,0,2339,50,39
37,4,126011,8,11,0,13,3,4,1,0,0,40,39
31,4,111567,9,13,2,4,0,4,1,0,0,70,39
28,2,207213,7,12,4,3,3,4,1,0,0,5,39
56,4,75785,11,9,2,4,0,4,1,0,0,40,39
28,0,306693,15,10,2,0,2,4,0,0,0,20,39
43,4,390369,3,2,2,5,0,4,1,0,0,70,26
59,4,100453,5,4,5,8,3,2,0,0,0,38,39
27,4,150296,11,9,4,8,3,4,0,0,0,32,39
23,4,157145,11,9,5,7,1,4,1,0,0,40,39
19,0,331702,11,9,4,0,3,4,1,0,0,40,39
33,4,276221,10,16,2,10,0,4,1,0,0,40,39
21,4,77572,11,9,4,6,1,1,0,0,0,34,35
60,4,85995,12,14,2,1,0,1,1,0,0,50,35
36,4,111128,15,10,2,3,0,4,1,0,0,45,39
21,0,65481,15,10,4,0,3,4,0,0,0,30,39
50,4,113176,11,9,0,1,1,4,0,0,0,40,39
47,4,102308,12,14,2,4,0,4,1,99999,0,50,39
24,4,103277,11,9,4,1,1,4,0,2597,0,40,39
27,4,219371,11,9,3,1,4,4,0,0,0,40,23
43,6,32451,11,9,2,3,0,4,1,0,0,40,39
34,4,217460,9,13,2,4,0,4,1,0,0,45,39
18,6,379242,15,10,4,4,1,4,0,0,0,50,39
19,0,168471,15,10,4,0,3,4,1,0,0,15,39
51,4,337195,15,10,2,12,0,4,1,0,1902,50,39
23,4,216867,11,9,4,14,3,4,1,0,0,40,39
61,2,95450,9,13,2,4,0,4,1,5178,0,50,39
26,4,276967,15,10,2,12,0,4,1,0,0,40,39
44,6,246862,11,9,2,10,5,4,0,0,0,40,22
24,4,202721,15,10,4,1,3,2,0,0,0,40,39
41,4,109969,15,10,0,1,4,4,0,0,0,40,39
30,5,132601,9,13,2,3,0,4,1,0,0,40,39
25,4,108658,11,9,4,4,1,4,1,0,0,45,39
46,6,525848,1,7,2,14,0,2,1,0,0,48,39
59,4,216851,11,9,4,7,1,4,1,0,0,40,39
58,4,186905,11,9,0,1,4,4,0,99999,0,40,39
31,4,59083,11,9,2,1,0,4,1,0,0,40,39
38,4,336326,1,7,4,3,4,4,1,1151,0,40,39
52,4,175714,7,12,2,4,0,4,1,0,0,55,39
43,4,60001,15,10,2,1,0,4,1,0,0,45,39
31,4,352465,15,10,2,4,0,4,1,15024,0,50,39
34,7,513100,9,13,3,5,1,2,1,0,0,40,0
63,4,275034,9,13,2,12,0,4,1,0,1740,35,39
26,4,162312,15,10,4,1,1,1,1,0,0,20,30
38,4,34996,15,10,5,8,4,4,0,0,0,40,39
37,4,335716,11,9,0,12,4,4,0,0,0,40,39
25,4,69739,0,6,4,7,3,4,1,0,0,40,39
36,7,25806,10,16,2,10,0,1,1,0,0,40,3
66,0,107112,5,4,4,0,2,2,1,0,0,30,39
26,4,96130,11,9,4,3,2,4,1,0,0,40,39
30,7,234824,11,9,2,8,5,4,0,0,0,72,39
30,7,182271,11,9,0,11,1,4,1,0,0,40,39
44,2,141186,12,14,0,10,1,4,0,8614,0,35,39
66,0,190324,11,9,2,0,0,2,1,0,0,18,39
52,4,152373,15,10,2,13,0,4,1,5013,0,40,39
37,1,141029,12,14,0,10,1,4,0,0,0,40,39
39,4,202950,9,13,4,4,1,4,1,0,0,45,39
41,4,95047,8,11,2,1,5,4,0,7688,0,44,39
37,6,143368,10,16,2,10,0,4,1,0,0,60,39
59,4,75541,11,9,6,3,1,4,0,0,0,40,39
37,4,109633,11,9,0,8,1,4,0,0,0,40,39
18,0,201871,2,8,4,0,3,4,1,0,0,7,39
39,4,337778,15,10,0,12,1,4,1,4650,0,40,39
31,4,131425,9,13,2,3,0,4,1,0,0,40,39
31,4,407930,5,4,2,6,0,4,1,0,0,40,39
43,4,200734,11,9,5,8,1,2,0,0,0,40,39
40,2,241851,14,15,2,4,0,4,1,0,0,50,39
55,4,393768,8,11,2,4,0,4,1,0,0,40,39
43,4,171841,9,13,2,12,0,4,1,0,0,40,39
53,4,203967,11,9,4,1,1,4,1,0,0,40,39
59,4,174864,11,9,2,3,0,4,1,0,1485,45,39
31,4,120461,9,13,4,4,1,4,0,0,0,40,39
37,4,278576,11,9,2,7,0,4,1,0,0,60,39
51,6,246820,11,9,2,3,0,4,1,7298,0,48,39
30,6,45796,15,10,2,7,0,4,1,0,0,40,39
40,4,227236,11,9,2,12,0,4,1,0,0,50,39
37,4,42645,11,9,2,5,0,4,1,0,0,40,39
64,0,50171,11,9,2,0,0,4,1,0,0,10,39
44,4,147206,15,10,2,3,0,4,1,7688,0,45,39
21,4,249271,15,10,4,3,3,4,1,0,0,40,39
17,4,114420,1,7,4,12,3,4,0,0,0,30,39
21,4,538319,15,10,4,8,3,4,0,0,0,40,33
71,6,322789,11,9,2,5,0,0,1,0,0,35,39
31,4,181091,11,9,2,3,0,4,1,0,0,50,39
24,4,314182,11,9,4,14,1,4,0,0,0,50,39
31,4,129775,9,13,2,12,0,4,1,0,0,65,39
28,4,183175,15,10,0,1,1,4,0,0,0,40,39
20,0,308924,15,10,4,0,3,4,1,0,0,25,39
50,4,121411,2,8,0,14,1,4,1,0,0,40,39
55,4,49996,1,7,4,7,1,2,0,0,0,40,39
26,4,291968,14,15,2,10,0,4,1,0,1977,40,39
39,4,187693,8,11,2,4,0,4,1,0,0,45,39
37,4,230408,11,9,0,8,1,2,0,0,0,20,39
21,7,341410,15,10,4,1,1,4,0,0,0,15,39
35,4,356250,14,15,2,12,0,1,1,0,0,35,3
57,1,47534,12,14,0,4,1,4,0,0,0,60,39
54,5,108435,9,13,2,12,0,4,1,0,0,50,39
38,4,132879,11,9,2,3,0,4,1,0,1902,40,39
31,4,183043,12,14,2,4,0,4,1,0,1977,48,39
51,4,153486,11,9,2,7,0,4,1,0,0,45,39
43,4,81243,9,13,0,13,1,4,1,0,1876,40,39
35,4,191502,9,13,2,12,0,4,1,0,0,60,39
25,4,390657,15,10,4,8,1,2,1,0,0,40,39
59,0,168079,11,9,0,0,4,4,0,0,0,35,39
67,5,111321,9,13,2,4,0,4,1,0,0,16,39
26,4,250038,15,10,2,1,0,4,1,0,0,40,39
29,4,52636,11,9,2,14,0,4,1,0,0,40,39
41,4,406603,11,9,4,8,1,4,1,0,0,6,20
22,1,471452,9,13,4,13,3,4,1,0,0,8,39
18,4,201554,15,10,4,7,1,4,0,0,0,15,39
65,2,323006,11,9,6,8,4,2,0,0,0,25,39
27,4,72887,11,9,4,6,2,1,1,0,0,40,39
18,4,201901,11,9,4,6,3,4,0,0,1719,15,39
36,5,48063,11,9,2,5,0,4,1,0,0,80,39
19,4,28119,15,10,4,8,3,4,0,0,0,4,39
22,4,184813,15,10,4,1,3,4,1,0,0,40,39
48,4,233511,11,9,2,14,0,4,1,0,0,50,39
25,4,225865,11,9,4,8,4,4,0,0,0,50,39
46,4,405309,11,9,2,4,0,4,1,0,0,40,39
37,4,78928,6,5,2,8,0,4,1,3137,0,40,39
68,4,146011,11,9,6,3,1,4,0,3273,0,42,39
48,6,136455,15,10,2,8,5,4,0,0,0,60,39
40,4,202466,11,9,0,4,1,4,0,0,0,60,39
47,4,262043,9,13,3,1,1,4,0,0,0,40,39
24,4,307133,15,10,2,14,0,4,1,0,0,40,0
47,7,469907,7,12,2,11,0,4,1,0,1740,40,39
24,4,301199,15,10,4,13,3,4,0,0,0,20,39
24,4,112706,8,11,4,13,3,4,1,0,0,40,39
34,5,177828,11,9,0,12,4,4,1,0,0,50,39
31,4,118966,11,9,4,3,3,4,1,0,0,18,39
52,4,161599,11,9,2,1,2,4,0,0,0,40,39
61,2,180079,10,16,2,4,0,4,1,4064,0,40,39
44,6,190290,15,10,3,4,1,4,1,0,0,80,10
30,4,128065,15,10,2,13,0,4,1,0,0,45,39
63,5,189253,15,10,2,4,0,4,1,0,0,45,39
49,2,53482,15,10,0,1,4,2,0,0,0,40,39
34,4,338416,0,6,0,7,1,2,1,0,0,60,39
38,4,106838,11,9,2,14,0,4,1,0,0,40,39
35,4,246449,11,9,4,8,1,4,1,3325,0,50,39
59,4,220896,14,15,0,8,1,4,1,27828,0,60,39
26,4,389856,11,9,2,14,0,4,1,0,0,40,26
54,4,234938,11,9,2,12,0,4,1,4064,0,55,39
42,4,219591,9,13,2,1,0,4,1,0,0,55,39
40,4,260761,9,13,2,1,0,4,1,0,0,40,26
39,4,286026,9,13,2,1,0,4,1,0,0,40,39
18,4,37720,0,6,4,7,3,4,1,0,0,40,39
29,4,189565,11,9,0,11,3,4,1,0,0,40,39
52,4,191529,15,10,2,4,0,4,1,0,1740,60,39
35,4,200426,8,11,3,10,4,4,0,0,0,44,39
22,4,374116,11,9,4,9,3,4,0,0,0,36,39
49,4,115784,8,11,2,6,0,4,1,0,0,45,39
26,4,290286,15,10,4,1,1,2,1,0,0,38,39
61,4,204908,6,5,2,3,0,4,1,0,0,40,39
26,4,250066,8,11,4,8,1,4,0,0,0,40,39
28,4,79874,8,11,4,7,1,4,1,0,0,40,39
24,4,275691,1,7,4,14,3,4,1,0,0,39,39
49,2,52590,11,9,6,11,1,2,1,0,0,40,39
63,4,156120,4,3,4,9,1,4,0,0,0,50,0
35,4,101709,11,9,4,14,3,1,1,0,0,60,39
58,2,156649,3,2,6,6,4,2,1,0,0,40,39
32,4,364657,15,10,2,4,0,4,1,0,0,50,39
50,7,97778,11,9,2,11,0,4,1,0,0,40,39
45,4,101656,0,6,4,7,1,1,1,0,0,40,40
36,4,228190,11,9,2,6,0,2,1,0,0,20,39
39,4,387430,11,9,4,8,1,4,1,0,0,18,39
38,6,176657,15,10,5,12,1,1,1,0,0,60,24
43,4,323713,11,9,2,7,0,4,1,0,0,40,39
21,4,400635,15,10,4,8,1,4,0,0,0,20,0
26,4,118736,9,13,4,10,1,4,0,0,0,20,39
20,4,217467,11,9,4,7,2,4,1,0,0,40,39
34,4,394447,9,13,4,10,1,4,1,2463,0,50,10
25,4,168943,9,13,2,4,5,4,0,0,0,30,39
44,4,110396,12,14,4,4,1,4,1,14084,0,56,39
32,4,86808,11,9,0,1,2,4,0,0,0,40,39
31,4,180656,9,13,4,8,1,4,1,0,0,40,0
26,4,77661,9,13,4,10,1,4,0,0,0,40,39
26,4,366900,11,9,4,3,3,4,1,0,0,40,39
35,4,289890,1,7,2,7,0,4,1,0,0,40,39
35,0,139770,8,11,2,0,5,4,0,0,0,20,39
27,4,109881,9,13,4,8,3,4,0,0,0,20,39
21,4,335570,15,10,4,7,3,4,1,0,0,30,0
30,4,287092,11,9,0,4,1,4,0,2354,0,40,39
70,6,152066,11,9,2,5,0,4,1,0,0,50,39
52,4,222405,11,9,2,12,0,2,1,0,2377,40,39
47,4,140045,11,9,5,1,4,4,0,0,0,40,39
57,4,109638,15,10,2,4,0,4,1,0,1672,45,39
66,6,58326,1,7,0,8,1,4,0,0,0,40,39
26,4,112847,11,9,4,6,1,4,1,0,0,40,39
37,4,178948,9,13,4,10,1,4,0,0,0,45,39
20,4,161962,15,10,4,1,3,4,0,0,0,16,39
40,4,206066,11,9,2,3,0,4,1,0,0,50,39
55,4,243367,11,9,0,12,4,4,0,0,0,37,39
18,4,257980,11,9,4,7,1,4,1,0,0,40,39
64,4,46087,9,13,0,4,1,4,0,0,0,50,39
57,0,334585,0,6,2,0,5,4,0,0,0,40,39
43,2,70055,8,11,2,11,0,4,1,0,0,56,39
22,4,127185,6,5,4,7,1,4,0,0,0,40,39
69,2,122850,0,6,2,4,0,4,1,0,0,20,39
19,4,316797,5,4,2,6,3,4,1,0,0,45,26
33,4,220860,11,9,0,14,1,4,1,0,0,45,39
35,4,155961,11,9,4,8,3,2,0,0,0,35,23
20,5,465725,11,9,0,6,3,4,1,0,0,25,39
23,4,194247,15,10,4,12,1,4,1,0,0,40,39
18,0,240183,11,9,4,0,3,4,0,0,0,45,39
64,4,285052,15,10,6,4,1,4,0,0,0,10,39
36,6,179896,11,9,2,10,5,4,0,3137,0,40,39
24,4,249957,15,10,4,4,3,4,1,0,0,40,39
43,4,103759,11,9,2,14,0,4,1,0,0,40,39
27,4,176683,11,9,4,14,3,4,1,0,0,40,39
27,4,236246,7,12,2,4,0,4,1,0,0,40,39
22,0,287988,15,10,4,0,1,4,1,0,0,15,39
51,6,299119,9,13,2,12,0,4,1,0,0,50,39
52,1,57855,14,15,2,10,0,4,1,0,0,60,39
34,4,69251,15,10,2,8,0,1,1,0,0,40,30
20,4,368832,15,10,4,8,1,4,0,0,0,25,39
55,1,31965,15,10,2,1,0,4,1,0,0,40,39
54,4,257337,15,10,2,3,0,4,1,0,0,40,39
51,5,162943,14,15,2,10,0,4,1,0,0,40,39
36,0,389850,11,9,3,0,4,2,1,0,0,50,39
58,2,271795,5,4,2,3,0,4,1,0,0,40,39
27,4,330132,9,13,2,13,5,4,0,0,0,40,39
29,4,53434,8,11,2,4,0,4,1,0,0,60,39
32,7,190577,9,13,4,10,3,4,0,0,0,40,39
25,4,410240,11,9,4,3,3,4,1,0,0,40,39
29,4,222249,11,9,4,1,2,4,0,0,0,40,39
27,4,177955,9,13,4,13,3,4,0,0,0,40,26
41,4,220694,9,13,0,8,1,4,1,0,0,37,39
33,4,122612,11,9,3,8,1,1,0,0,0,35,37
50,4,313546,11,9,5,8,4,2,0,0,0,40,39
28,4,113987,11,9,2,7,5,4,0,0,0,40,39
22,4,285775,8,11,4,3,3,4,1,0,0,40,39
19,0,20469,11,9,4,0,2,1,0,0,0,12,35
34,4,253438,15,10,2,4,0,4,1,0,0,60,39
59,5,145574,8,11,2,4,0,4,1,0,0,40,39
29,4,351871,9,13,4,12,1,4,1,0,0,50,39
56,6,221801,15,10,2,8,0,4,1,0,0,40,39
59,0,372020,9,13,2,0,0,4,1,0,0,40,39
17,4,202521,0,6,4,8,3,4,1,0,0,15,39
24,4,269799,8,11,4,4,1,4,1,0,0,40,39
41,4,29762,15,10,2,3,0,4,1,0,0,60,39
66,4,350498,15,10,2,14,0,4,1,0,1258,20,39
61,6,392694,15,10,0,4,1,4,1,0,0,50,39
33,4,154227,15,10,2,7,0,4,1,0,0,40,39
47,4,153883,9,13,2,10,0,2,1,7688,0,45,39
25,4,120238,9,13,4,4,1,4,1,0,0,40,39
28,4,41099,15,10,2,12,0,4,1,0,0,40,39
44,4,283174,9,13,2,1,0,4,1,0,0,40,39
40,4,70645,13,1,4,8,1,4,0,0,0,20,39
30,4,119411,9,13,4,10,1,4,1,0,0,40,39
51,4,162238,12,14,2,4,0,4,1,0,1887,47,39
23,4,200207,11,9,0,6,3,4,1,0,0,44,39
34,4,116371,11,9,0,8,1,4,0,0,0,38,39
40,6,60949,8,11,2,3,0,4,1,0,0,40,39
46,4,358585,15,10,0,3,4,4,1,0,0,40,39
70,4,235781,15,10,0,5,1,1,1,0,0,40,40
36,2,142573,11,9,2,4,0,4,1,0,0,45,39
24,2,155818,9,13,4,10,1,4,0,0,0,60,39
45,4,259463,8,11,2,10,0,4,1,0,0,40,39
18,4,217439,11,9,4,8,1,4,0,0,0,28,39
30,4,172830,9,13,4,1,1,4,0,3325,0,40,39
17,2,170916,0,6,4,11,3,4,0,0,1602,40,39
45,4,161819,1,7,5,1,4,2,0,0,0,25,39
43,6,260696,12,14,0,10,1,4,0,0,0,20,39
37,7,67083,15,10,2,10,2,1,1,0,0,40,1
50,4,94391,8,11,2,3,0,4,1,0,0,50,39
